kind,type,name,age,ability_name,ability_trait,ability_description,ability_description_clean,modifier_type,modifier_args
civilization,CIVILIZATION_MONGOLIA,Mongolia,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_EXPLORATION_CIV,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_MONGOLIA,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,Bokh,TRAIT_MONGOLIA_ABILITY,[BLIST][LI]When you capture an opposing [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] gain the strongest [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Unit[/TIP] you can currently train.[LI][B]-50% [icon:YIELD_PRODUCTION] Production[/B] towards training [icon:UNIT_SETTLER] Settlers.[LI]+30% [icon:YIELD_PRODUCTION] Production towards constructing Erdene Zuu.[/BLIST],"• When you capture an opposing Settlement gain the strongest Cavalry Unit you can currently train.
• -50% Production towards training Settlers.
• +30% Production towards constructing Erdene Zuu.",TRAIT_MOD_CONQUER_UNIT_TYPE; TRAIT_MOD_EXPENSIVE_SETTLER_TYPE,UnitTag=UNIT_CLASS_CAVALRY; Percent=-50; UnitType=UNIT_SETTLER
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_WIDE,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_AQ,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_AQ_WIDE,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_MO,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_EXPANSIONIST_TOT_MO_WIDE,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_AQ,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_MO,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_EXPANSIONIST,,,,
civilization,CIVILIZATION_MONGOLIA,Mongolia,35994bc7-gameplaycopy,,TRAIT_ANACHRONISTIC_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50"
civilization,CIVILIZATION_NORMAN,Norman,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_EXPLORATION_CIV,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_NORMAN,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,Normannitas,TRAIT_NORMAN_ABILITY,[BLIST][LI][B]+5[/B] [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [B]Land Units[/B] and [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified Districts[/TIP] adjacent to Coast.[LI]+25 [icon:Action_Heal] HP on [icon:CITY_FORTIFIED] Fortified Districts.[LI][B]+30% [icon:YIELD_PRODUCTION] Production[/B] towards constructing the [B]White Tower[/B].[/BLIST],"• +5 Combat Strength for Land Units and Fortified Districts adjacent to Coast.
• +25 HP on Fortified Districts.
• +30% Production towards constructing the White Tower.",TRAIT_MOD_ADJACENT_TO_COAST_COMBAT_TYPE; TRAIT_MOD_NORMANNITAS_DISTRICT_ADJACENT_TO_COAST_COMBAT_TYPE; TRAIT_MOD_NORMANNITAS_WALL_HEALTH_TYPE,ModifierId=ATTACH_TRAIT_MOD_ADJACENT_TO_COAST_COMBAT; Amount=5; Amount=25; Tooltip=LOC_TRAIT_NORMAN_ABILITY_NAME
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_AQ,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_AQ_HAPPINESS,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_MO_HAPPINESS,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_AQ,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_MO,,,,
civilization,CIVILIZATION_NORMAN,Norman,35994bc7-gameplaycopy,,TRAIT_ANACHRONISTIC_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50"
civilization,CIVILIZATION_SONGHAI,Songhai,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_EXPLORATION_CIV,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_SONGHAI,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,Tarikh al-Sudan,TRAIT_SONGHAI_ABILITY,[BLIST][LI]+2 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP].[LI]+1 [icon:YIELD_PRODUCTION] Production in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP] for every [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to them.[LI]Can generate [icon:UNIT_TREASURE_FLEET] [TIP:LOC_PEDIA_CONCEPTS_HOMELANDS_TOOLTIP]Homelands[/TIP] [TIP:LOC_PEDIA_CONCEPTS_TREASURE_CONVOY_TOOLTIP]Treasure Convoys[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP] after completing the [icon:RADIAL_CIVICS] Kanta Civic.[LI]+30% [icon:YIELD_PRODUCTION] Production towards constructing the Tomb of Askia.[/BLIST],"• +2 Resource Capacity in Cities on Navigable Rivers.
• +1 Production in Cities on Navigable Rivers for every Resource assigned to them.
• Can generate Homelands Treasure Convoys on Navigable Rivers after completing the Kanta Civic.
• +30% Production towards constructing the Tomb of Askia.",TRAIT_MOD_SONGHAI_TOT_AQ_NAVIGABLE_RIVER_RESOURCE_CAP_TYPE; TRAIT_MOD_RESOURCE_PRODUCTION_TYPE,Amount=1; Amount=1; PercentMultiplier=false; YieldType=YIELD_PRODUCTION; Tooltip=LOC_TRAIT_SONGHAI_ABILITY_NAME
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_AQ,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_MO,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_AQ,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_MO,,,,
civilization,CIVILIZATION_SONGHAI,Songhai,35994bc7-gameplaycopy,,TRAIT_ANACHRONISTIC_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50"
civilization,CIVILIZATION_SPAIN,Spain,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_EXPLORATION_CIV,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_SPAIN,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,Siglo de Oro,TRAIT_SPAIN_ABILITY,"[BLIST][LI][B]+2 [icon:YIELD_FOOD] Food, +2 [icon:YIELD_GOLD] Gold and +2 [icon:YIELD_PRODUCTION] Production[/B] in Settlements adjacent to [B]Coast[/B] and in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] following your own [B][icon:NAR_REW_RELIGION] [TIP:LOC_PEDIA_CONCEPTS_RELIGION_TOOLTIP]Religion[/TIP][/B], or [B]+4[/B] if it is both. [B]Doubled[/B] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] in [B][TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP][/B].[LI][B]+15% [icon:YIELD_GOLD] Gold[/B] efficiency towards converting a [B][icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Town[/TIP][/B] to a [B][icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]City[/TIP][/B], or [B]+30% [icon:YIELD_GOLD] Gold[/B] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] in [B][TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP][/B].[LI][B]+30% [icon:YIELD_PRODUCTION] Production[/B] towards constructing [B]El Escorial[/B].[/BLIST]","• +2 Food, +2 Gold and +2 Production in Settlements adjacent to Coast and in Settlements following your own Religion, or +4 if it is both. Doubled in Settlements in Distant Lands.
• +15% Gold efficiency towards converting a Town to a City, or +30% Gold in Settlements in Distant Lands.
• +30% Production towards constructing El Escorial.",TRAIT_MOD_TOT_AQ_COASTAL_SETTLEMENT_YIELDS_TYPE; TRAIT_MOD_TOT_AQ_ALTAR_SETTLEMENT_YIELDS_TYPE,"YieldType=YIELD_FOOD, YIELD_GOLD, YIELD_PRODUCTION; Amount=1; Tooltip=LOC_TRAIT_SPAIN_ABILITY_PREVIEW_COASTAL; YieldType=YIELD_FOOD, YIELD_GOLD, YIELD_PRODUCTION; Amount=1; Tooltip=LOC_TRAIT_SPAIN_ABILITY_PREVIEW_ALTAR"
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_AQ,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_MO,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_AQ,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_MILITARISTIC_TOT_MO,,,,
civilization,CIVILIZATION_SPAIN,Spain,35994bc7-gameplaycopy,,TRAIT_ANACHRONISTIC_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50"
civilization,CIVILIZATION_AMERICA,America,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_MODERN_CIV,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_AMERICA,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,Frontier Expansion,TRAIT_AMERICA_ABILITY,[BLIST][LI]Gain [B]150 [icon:YIELD_GOLD] Gold[/B] every time you improve a [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP]. [LI]+1 [icon:YIELD_PRODUCTION] Production on [icon:RADIAL_RESOURCES] [B]Resources.[/B] [LI]+30% [icon:YIELD_PRODUCTION] Production towards constructing the Statue of Liberty.[/BLIST],"• Gain 150 Gold every time you improve a Resource.
• +1 Production on Resources.
• +30% Production towards constructing the Statue of Liberty.",TRAIT_MOD_FRONTIER_EXPANSION_GOLD_ON_IMPROVED_RESOURCES_TYPE; TRAIT_MOD_FRONTIER_EXPANSION_PRODUCTION_ON_RESOURCES_TYPE,Amount=50; YieldType=YIELD_GOLD; Amount=1; YieldType=YIELD_PRODUCTION
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_AQ,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_ECONOMIC_TOT_EX,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_AQ,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_AQ_INFLUENCE,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ATTRIBUTE_POLITICAL_TOT_EX_INFLUENCE,,,,
civilization,CIVILIZATION_AMERICA,America,35994bc7-gameplaycopy,,TRAIT_ANACHRONISTIC_CIV,,,TRAIT_MOD_MARKET_RESOURCE_CAP_TYPE; TRAIT_MOD_LIGHTHOUSE_RESOURCE_CAP_TYPE; TRAIT_MOD_CAPITAL_RESOURCE_CAP_TYPE; TRAIT_MOD_CITY_RESOURCE_CAP_TYPE; MOD_DEFAULT_CIV_RIVER_EMBARKATION_TYPE; TRAIT_MOD_CAPITAL_FREE_FOOD_TYPE; TRAIT_MOD_PENALTY_OVER_SETTLEMENT_CAP_SETTLEMENTS_TYPE; TRAIT_INITIAL_SETTLEMENT_CAP_TYPE; TRAIT_MOD_CHIEFDOM_UNLOCKS_GOVERNMENT_TYPE; TRAIT_MOD_DEFAULT_YIELD_5_TYPE; TRAIT_MOD_DEFAULT_YIELD_10_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS_TYPE; TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS_TYPE; TRAIT_MOD_GOLD_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_HAPPINESS_UNASSIGNED_RESOURCE_TYPE; TRAIT_MOD_TOWN_FARMING_PROJECT_TYPE; TRAIT_MOD_TOWN_FISHING_PROJECT_TYPE; TRAIT_MOD_TOWN_URBAN_CENTER_PROJECT_TYPE; TRAIT_MOD_TOWN_GROWTH_PROJECT_TYPE,"Amount=1; Amount=2; Amount=2; Amount=1; EmbarkationType=UNIT_EMBARKATION_INLAND_WATER; Amount=1; YieldTypes=YIELD_HAPPINESS; Amount=5; MaxReduction=1000; Amount=3; YieldType=YIELD_GOLD; Amount=5; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_SCIENCE,YIELD_CULTURE,YIELD_DIPLOMACY; Amount=10; Tooltip=LOC_DEFAULT_YIELD; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_CONQUERED_SETTLEMENTS; YieldType=YIELD_DIPLOMACY; Amount=-2; Tooltip=LOC_TRAIT_MOD_NEGATIVE_INFLUENCE_RAZED_SETTLEMENTS; YieldType=YIELD_GOLD; Amount=1; Unassigned=true; YieldType=YIELD_HAPPINESS; Amount=1; Unassigned=true; ProjectType=PROJECT_TOWN_GRANARY; ProjectType=PROJECT_TOWN_FISHING; ProjectType=PROJECT_TOWN_URBAN_CENTER; Percent=50"
civilization,CIVILIZATION_BUGANDA,Buganda,8d4c8700-frontendcopy,,,,,,
civilization,CIVILIZATION_BUGANDA,Buganda,35994bc7-gameplaycopy,,TRAIT_MODERN_CIV,,,,
civilization,CIVILIZATION_BUGANDA,Buganda,35994bc7-gameplaycopy,,TRAIT_BUGANDA,,,,
